IE_NAME|IE_ACTIVE|IE_PREVIEW_PICTURE|IE_PREVIEW_TEXT|IE_PREVIEW_TEXT_TYPE|IE_DETAIL_PICTURE|IE_DETAIL_TEXT|IE_DETAIL_TEXT_TYPE|IE_CODE|IP_PROP265|IP_PROP266|IP_PROP54|IP_PROP55|IP_PROP268|IP_PROP59|IP_PROP74|IP_PROP294|IP_PROP60|IP_PROP272|IP_PROP273|IP_PROP274|IP_PROP275|IP_PROP276|IP_PROP63|IP_PROP277|IP_PROP278|IP_PROP279|IP_PROP280|IP_PROP281|IP_PROP282|IP_PROP283|IP_PROP284|IP_PROP285|IP_PROP286|IP_PROP287|IP_PROP288|IP_PROP289|IP_PROP290|IP_PROP291|IP_PROP292|IP_PROP293|IP_PROP77|IP_PROP294|IP_PROP295|IP_PROP296|IP_PROP297|IP_PROP298|IP_PROP299|IP_PROP300|IP_PROP301|IP_PROP302|IP_PROP303|IP_PROP304|IP_PROP305|IP_PROP306|IP_PROP307|IP_PROP308|IP_PROP309|IP_PROP311|IP_PROP312|IP_PROP313|IP_PROP314|IP_PROP315|IP_PROP316|IP_PROP317|IP_PROP318|IP_PROP319|IP_PROP320|IP_PROP321|IP_PROP322|IP_PROP323|IP_PROP324|IP_PROP325|IP_PROP326|IP_PROP327|IP_PROP328|IP_PROP329|IP_PROP330|IP_PROP331|IP_PROP332|IP_PROP333|IP_PROP334|IP_PROP335|CP_QUANTITY|CV_PRICE_1|CV_CURRENCY_1
Светодиодная гирлянда ARD-EDGE-PRO-5600x900-WHITE-240LED-MILK-FLASH|Y|/upload/iblock/454/n1ipffm5ca8mlnayess1h3d03ir9ok73.jpg||text|/upload/iblock/a4d/p4r62fm2abat5k73pa09e464jcykgx7r.jpg|"Светодиодная бахрома Pro. Размер 5600 мм (длина 5600 мм, по длине 48 нитей высотой 200/900 мм). Количество светодиодов 240 шт размером 7 мм. Основной цвет свечения ТЕПЛЫЙ БЕЛЫЙ (3000 К) или&nbsp;БЕЛЫЙ (6000 К), эффект мерцания редких точек БЕЛЫЙ (6000К) с резким световым рисунком (выпуклая молочно-белая линза), соотношение светодиодов: 198 теплых или&nbsp;198 белых постоянного свечения / 42 белых с мерцанием. Эффект частого мерцания. Провод белый, каучук. Питание 230 В, Мощность 6 Вт, защита IP65, применение на улице под навесом. Аксессуары для подключения приобретаются отдельно.<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Предназначена для декоративного оформления помещений, витрин, фасадов зданий и уличного пространства.<br>
 </li>
	<li>Применяется для создания светового праздничного декора.</li>
	<li>Предназначена для декорирования и создания праздничного настроения как внутри помещений, так и снаружи (при соблюдении условий монтажа и эксплуатации).<br>
 </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>Гирлянда представляет собой шлейф из проводов разной длины с яркими светодиодами. 240 светодиодов общей мощностью 15 Вт распределены на 48 ниспадающих нитях.&nbsp;</li>
	<li>Цвета свечения: белый/белый мерцающий, теплый белый/белый мерцающий.&nbsp;</li>
	<li>Материал оболочки провода - резина (белая).&nbsp;</li>
	<li>Эффект свечения: мерцание - 180-200 вспышек в минуту.&nbsp;</li>
	<li>Встроенные коннекторы позволяют соединить до 8 гирлянд одного цвета без использования дополнительных аксессуаров.&nbsp;</li>
	<li>Степень пылевлагозащиты IP65 гарантирует функционирование в неблагоприятных погодных условиях при температуре от -40 до +40 °С.&nbsp;</li>
	<li>Срок гарантии увеличен до 2 лет.<br>
 </li>
</ul>"|html|svetodiodnaya-girlyanda-ard-edge-pro-5600x900-white-240led-milk-flash||||||/upload/iblock/391/7bv3gm742ijlqb510irfnpnio7hma00r.jpg|034132, 034134|6723|Россия|||2 года|||[TEXT]|13259.48|15|230|||||||-40… +40 °C||65||||||1.77|||5600x10x900||||||||||||||||||5600|10|900|||||||||||||||||||1|13259.48|RUB
Светодиодная гирлянда ARD-EDGE-PRO-5600x900-BLACK-240LED-FLASH|Y|/upload/iblock/0a1/e3i1s0n4wcricd0xu0x859bjuecbrz6p.jpg||text|/upload/iblock/99e/o0wtsko6d4e49go0l009rpljg15skxar.jpg|"Светодиодная бахрома Pro. Размер 5600 мм (длина 5600 мм, по длине 48 нитей высотой 200/900 мм). Количество светодиодов 240 шт размером 7 мм. Основной цвет свечения ТЕПЛЫЙ БЕЛЫЙ (3000 К) или&nbsp;БЕЛЫЙ (6000 К), эффект мерцания редких точек БЕЛЫЙ (6000К) с резким световым рисунком (прозрачная вогнутая линза), соотношение светодиодов: 198 теплых или&nbsp;198 белых постоянного свечения / 42 белых с мерцанием. Эффект частого мерцания. Провод черный, каучук. Питание 230 В, Мощность 6 Вт, защита IP65, применение на улице под навесом. Аксессуары для подключения приобретаются отдельно.<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Предназначена для декоративного оформления помещений, витрин, фасадов зданий и уличного пространства.<br>
 </li>
	<li>Применяется для создания светового праздничного декора.</li>
	<li>Предназначена для декорирования и создания праздничного настроения как внутри помещений, так и снаружи (при соблюдении условий монтажа и эксплуатации).<br>
 </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>Гирлянда представляет собой шлейф из проводов разной длины с яркими светодиодами. 240 светодиодов общей мощностью 15 Вт распределены на 48 ниспадающих нитях.&nbsp;</li>
	<li>Цвета свечения: белый/белый мерцающий, теплый белый/белый мерцающий.&nbsp;</li>
	<li>Материал оболочки провода - резина (черная).&nbsp;</li>
	<li>Эффект свечения: мерцание - 180-200 вспышек в минуту.&nbsp;</li>
	<li>Встроенные коннекторы позволяют соединить до 8 гирлянд одного цвета без использования дополнительных аксессуаров.&nbsp;</li>
	<li>Степень пылевлагозащиты IP65 гарантирует функционирование в неблагоприятных погодных условиях при температуре от -40 до +40 °С.&nbsp;</li>
	<li>Срок гарантии увеличен до 2 лет.<br>
 </li>
</ul>"|html|svetodiodnaya-girlyanda-ard-edge-pro-5600x900-black-240led-flash||||||/upload/iblock/db0/d8ja3bpl3yeeo9k6deb50jcgzpk25yjg.jpg|026032, 026034|6723|Россия|||2 года|||[TEXT]|13259.48|15|230|||||||-40… +40 °C||65||||||1.79|||5600x10x900||||||||||||||||||5600|10|900|||||||||||||||||||1|13259.48|RUB
Светодиодная гирлянда ARD-EDGE-PRO-5600x900-BLACK-240LED-FLASH|Y|/upload/iblock/0a1/e3i1s0n4wcricd0xu0x859bjuecbrz6p.jpg||text|/upload/iblock/99e/o0wtsko6d4e49go0l009rpljg15skxar.jpg|"Светодиодная бахрома Pro. Размер 5600 мм (длина 5600 мм, по длине 48 нитей высотой 200/900 мм). Количество светодиодов 240 шт размером 7 мм. Основной цвет свечения ТЕПЛЫЙ БЕЛЫЙ (3000 К) или&nbsp;БЕЛЫЙ (6000 К), эффект мерцания редких точек БЕЛЫЙ (6000К) с резким световым рисунком (прозрачная вогнутая линза), соотношение светодиодов: 198 теплых или&nbsp;198 белых постоянного свечения / 42 белых с мерцанием. Эффект частого мерцания. Провод черный, каучук. Питание 230 В, Мощность 6 Вт, защита IP65, применение на улице под навесом. Аксессуары для подключения приобретаются отдельно.<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Предназначена для декоративного оформления помещений, витрин, фасадов зданий и уличного пространства.<br>
 </li>
	<li>Применяется для создания светового праздничного декора.</li>
	<li>Предназначена для декорирования и создания праздничного настроения как внутри помещений, так и снаружи (при соблюдении условий монтажа и эксплуатации).<br>
 </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>Гирлянда представляет собой шлейф из проводов разной длины с яркими светодиодами. 240 светодиодов общей мощностью 15 Вт распределены на 48 ниспадающих нитях.&nbsp;</li>
	<li>Цвета свечения: белый/белый мерцающий, теплый белый/белый мерцающий.&nbsp;</li>
	<li>Материал оболочки провода - резина (черная).&nbsp;</li>
	<li>Эффект свечения: мерцание - 180-200 вспышек в минуту.&nbsp;</li>
	<li>Встроенные коннекторы позволяют соединить до 8 гирлянд одного цвета без использования дополнительных аксессуаров.&nbsp;</li>
	<li>Степень пылевлагозащиты IP65 гарантирует функционирование в неблагоприятных погодных условиях при температуре от -40 до +40 °С.&nbsp;</li>
	<li>Срок гарантии увеличен до 2 лет.<br>
 </li>
</ul>"|html|svetodiodnaya-girlyanda-ard-edge-pro-5600x900-black-240led-flash||||||/upload/iblock/05a/u0yd10rhr6xhs1cjxb94a5yuj3s0k5js.jpg|026032, 026034|6723|Россия|||2 года|||[TEXT]|13259.48|15|230|||||||-40… +40 °C||65||||||1.79|||5600x10x900||||||||||||||||||5600|10|900|||||||||||||||||||1|13259.48|RUB
Светодиодная гирлянда ARD-EDGE-PRO-5600x900-BLACK-240LED-FLASH|Y|/upload/iblock/0a1/e3i1s0n4wcricd0xu0x859bjuecbrz6p.jpg||text|/upload/iblock/99e/o0wtsko6d4e49go0l009rpljg15skxar.jpg|"Светодиодная бахрома Pro. Размер 5600 мм (длина 5600 мм, по длине 48 нитей высотой 200/900 мм). Количество светодиодов 240 шт размером 7 мм. Основной цвет свечения ТЕПЛЫЙ БЕЛЫЙ (3000 К) или&nbsp;БЕЛЫЙ (6000 К), эффект мерцания редких точек БЕЛЫЙ (6000К) с резким световым рисунком (прозрачная вогнутая линза), соотношение светодиодов: 198 теплых или&nbsp;198 белых постоянного свечения / 42 белых с мерцанием. Эффект частого мерцания. Провод черный, каучук. Питание 230 В, Мощность 6 Вт, защита IP65, применение на улице под навесом. Аксессуары для подключения приобретаются отдельно.<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Предназначена для декоративного оформления помещений, витрин, фасадов зданий и уличного пространства.<br>
 </li>
	<li>Применяется для создания светового праздничного декора.</li>
	<li>Предназначена для декорирования и создания праздничного настроения как внутри помещений, так и снаружи (при соблюдении условий монтажа и эксплуатации).<br>
 </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>Гирлянда представляет собой шлейф из проводов разной длины с яркими светодиодами. 240 светодиодов общей мощностью 15 Вт распределены на 48 ниспадающих нитях.&nbsp;</li>
	<li>Цвета свечения: белый/белый мерцающий, теплый белый/белый мерцающий.&nbsp;</li>
	<li>Материал оболочки провода - резина (черная).&nbsp;</li>
	<li>Эффект свечения: мерцание - 180-200 вспышек в минуту.&nbsp;</li>
	<li>Встроенные коннекторы позволяют соединить до 8 гирлянд одного цвета без использования дополнительных аксессуаров.&nbsp;</li>
	<li>Степень пылевлагозащиты IP65 гарантирует функционирование в неблагоприятных погодных условиях при температуре от -40 до +40 °С.&nbsp;</li>
	<li>Срок гарантии увеличен до 2 лет.<br>
 </li>
</ul>"|html|svetodiodnaya-girlyanda-ard-edge-pro-5600x900-black-240led-flash||||||/upload/iblock/f56/qlugr69583z0pmw2aoi5q43s7n2ev5j1.jpg|026032, 026034|6723|Россия|||2 года|||[TEXT]|13259.48|15|230|||||||-40… +40 °C||65||||||1.79|||5600x10x900||||||||||||||||||5600|10|900|||||||||||||||||||1|13259.48|RUB
Светодиодная гирлянда ARD-EDGE-PRO-5600x900-BLACK-240LED-FLASH|Y|/upload/iblock/0a1/e3i1s0n4wcricd0xu0x859bjuecbrz6p.jpg||text|/upload/iblock/99e/o0wtsko6d4e49go0l009rpljg15skxar.jpg|"Светодиодная бахрома Pro. Размер 5600 мм (длина 5600 мм, по длине 48 нитей высотой 200/900 мм). Количество светодиодов 240 шт размером 7 мм. Основной цвет свечения ТЕПЛЫЙ БЕЛЫЙ (3000 К) или&nbsp;БЕЛЫЙ (6000 К), эффект мерцания редких точек БЕЛЫЙ (6000К) с резким световым рисунком (прозрачная вогнутая линза), соотношение светодиодов: 198 теплых или&nbsp;198 белых постоянного свечения / 42 белых с мерцанием. Эффект частого мерцания. Провод черный, каучук. Питание 230 В, Мощность 6 Вт, защита IP65, применение на улице под навесом. Аксессуары для подключения приобретаются отдельно.<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Предназначена для декоративного оформления помещений, витрин, фасадов зданий и уличного пространства.<br>
 </li>
	<li>Применяется для создания светового праздничного декора.</li>
	<li>Предназначена для декорирования и создания праздничного настроения как внутри помещений, так и снаружи (при соблюдении условий монтажа и эксплуатации).<br>
 </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>Гирлянда представляет собой шлейф из проводов разной длины с яркими светодиодами. 240 светодиодов общей мощностью 15 Вт распределены на 48 ниспадающих нитях.&nbsp;</li>
	<li>Цвета свечения: белый/белый мерцающий, теплый белый/белый мерцающий.&nbsp;</li>
	<li>Материал оболочки провода - резина (черная).&nbsp;</li>
	<li>Эффект свечения: мерцание - 180-200 вспышек в минуту.&nbsp;</li>
	<li>Встроенные коннекторы позволяют соединить до 8 гирлянд одного цвета без использования дополнительных аксессуаров.&nbsp;</li>
	<li>Степень пылевлагозащиты IP65 гарантирует функционирование в неблагоприятных погодных условиях при температуре от -40 до +40 °С.&nbsp;</li>
	<li>Срок гарантии увеличен до 2 лет.<br>
 </li>
</ul>"|html|svetodiodnaya-girlyanda-ard-edge-pro-5600x900-black-240led-flash||||||/upload/iblock/db0/d8ja3bpl3yeeo9k6deb50jcgzpk25yjg.jpg|026032, 026034|6723|Россия|||2 года|||[TEXT]|13259.48|15|230|||||||-40… +40 °C||65||||||1.79|||5600x10x900||||||||||||||||||5600|10|900|||||||||||||||||||1|13259.48|RUB
Светодиодная гирлянда ARD-EDGE-PRO-5600x900-BLACK-240LED-FLASH|Y|/upload/iblock/0a1/e3i1s0n4wcricd0xu0x859bjuecbrz6p.jpg||text|/upload/iblock/99e/o0wtsko6d4e49go0l009rpljg15skxar.jpg|"Светодиодная бахрома Pro. Размер 5600 мм (длина 5600 мм, по длине 48 нитей высотой 200/900 мм). Количество светодиодов 240 шт размером 7 мм. Основной цвет свечения ТЕПЛЫЙ БЕЛЫЙ (3000 К) или&nbsp;БЕЛЫЙ (6000 К), эффект мерцания редких точек БЕЛЫЙ (6000К) с резким световым рисунком (прозрачная вогнутая линза), соотношение светодиодов: 198 теплых или&nbsp;198 белых постоянного свечения / 42 белых с мерцанием. Эффект частого мерцания. Провод черный, каучук. Питание 230 В, Мощность 6 Вт, защита IP65, применение на улице под навесом. Аксессуары для подключения приобретаются отдельно.<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Предназначена для декоративного оформления помещений, витрин, фасадов зданий и уличного пространства.<br>
 </li>
	<li>Применяется для создания светового праздничного декора.</li>
	<li>Предназначена для декорирования и создания праздничного настроения как внутри помещений, так и снаружи (при соблюдении условий монтажа и эксплуатации).<br>
 </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>Гирлянда представляет собой шлейф из проводов разной длины с яркими светодиодами. 240 светодиодов общей мощностью 15 Вт распределены на 48 ниспадающих нитях.&nbsp;</li>
	<li>Цвета свечения: белый/белый мерцающий, теплый белый/белый мерцающий.&nbsp;</li>
	<li>Материал оболочки провода - резина (черная).&nbsp;</li>
	<li>Эффект свечения: мерцание - 180-200 вспышек в минуту.&nbsp;</li>
	<li>Встроенные коннекторы позволяют соединить до 8 гирлянд одного цвета без использования дополнительных аксессуаров.&nbsp;</li>
	<li>Степень пылевлагозащиты IP65 гарантирует функционирование в неблагоприятных погодных условиях при температуре от -40 до +40 °С.&nbsp;</li>
	<li>Срок гарантии увеличен до 2 лет.<br>
 </li>
</ul>"|html|svetodiodnaya-girlyanda-ard-edge-pro-5600x900-black-240led-flash||||||/upload/iblock/05a/u0yd10rhr6xhs1cjxb94a5yuj3s0k5js.jpg|026032, 026034|6723|Россия|||2 года|||[TEXT]|13259.48|15|230|||||||-40… +40 °C||65||||||1.79|||5600x10x900||||||||||||||||||5600|10|900|||||||||||||||||||1|13259.48|RUB
Светодиодная гирлянда ARD-EDGE-PRO-5600x900-BLACK-240LED-FLASH|Y|/upload/iblock/0a1/e3i1s0n4wcricd0xu0x859bjuecbrz6p.jpg||text|/upload/iblock/99e/o0wtsko6d4e49go0l009rpljg15skxar.jpg|"Светодиодная бахрома Pro. Размер 5600 мм (длина 5600 мм, по длине 48 нитей высотой 200/900 мм). Количество светодиодов 240 шт размером 7 мм. Основной цвет свечения ТЕПЛЫЙ БЕЛЫЙ (3000 К) или&nbsp;БЕЛЫЙ (6000 К), эффект мерцания редких точек БЕЛЫЙ (6000К) с резким световым рисунком (прозрачная вогнутая линза), соотношение светодиодов: 198 теплых или&nbsp;198 белых постоянного свечения / 42 белых с мерцанием. Эффект частого мерцания. Провод черный, каучук. Питание 230 В, Мощность 6 Вт, защита IP65, применение на улице под навесом. Аксессуары для подключения приобретаются отдельно.<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Предназначена для декоративного оформления помещений, витрин, фасадов зданий и уличного пространства.<br>
 </li>
	<li>Применяется для создания светового праздничного декора.</li>
	<li>Предназначена для декорирования и создания праздничного настроения как внутри помещений, так и снаружи (при соблюдении условий монтажа и эксплуатации).<br>
 </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>Гирлянда представляет собой шлейф из проводов разной длины с яркими светодиодами. 240 светодиодов общей мощностью 15 Вт распределены на 48 ниспадающих нитях.&nbsp;</li>
	<li>Цвета свечения: белый/белый мерцающий, теплый белый/белый мерцающий.&nbsp;</li>
	<li>Материал оболочки провода - резина (черная).&nbsp;</li>
	<li>Эффект свечения: мерцание - 180-200 вспышек в минуту.&nbsp;</li>
	<li>Встроенные коннекторы позволяют соединить до 8 гирлянд одного цвета без использования дополнительных аксессуаров.&nbsp;</li>
	<li>Степень пылевлагозащиты IP65 гарантирует функционирование в неблагоприятных погодных условиях при температуре от -40 до +40 °С.&nbsp;</li>
	<li>Срок гарантии увеличен до 2 лет.<br>
 </li>
</ul>"|html|svetodiodnaya-girlyanda-ard-edge-pro-5600x900-black-240led-flash||||||/upload/iblock/f56/qlugr69583z0pmw2aoi5q43s7n2ev5j1.jpg|026032, 026034|6723|Россия|||2 года|||[TEXT]|13259.48|15|230|||||||-40… +40 °C||65||||||1.79|||5600x10x900||||||||||||||||||5600|10|900|||||||||||||||||||1|13259.48|RUB
Светодиодная гирлянда ARD-EDGE-PRO-5600x900-BLACK-240LED-FLASH|Y|/upload/iblock/0a1/e3i1s0n4wcricd0xu0x859bjuecbrz6p.jpg||text|/upload/iblock/99e/o0wtsko6d4e49go0l009rpljg15skxar.jpg|"Светодиодная бахрома Pro. Размер 5600 мм (длина 5600 мм, по длине 48 нитей высотой 200/900 мм). Количество светодиодов 240 шт размером 7 мм. Основной цвет свечения ТЕПЛЫЙ БЕЛЫЙ (3000 К) или&nbsp;БЕЛЫЙ (6000 К), эффект мерцания редких точек БЕЛЫЙ (6000К) с резким световым рисунком (прозрачная вогнутая линза), соотношение светодиодов: 198 теплых или&nbsp;198 белых постоянного свечения / 42 белых с мерцанием. Эффект частого мерцания. Провод черный, каучук. Питание 230 В, Мощность 6 Вт, защита IP65, применение на улице под навесом. Аксессуары для подключения приобретаются отдельно.<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Предназначена для декоративного оформления помещений, витрин, фасадов зданий и уличного пространства.<br>
 </li>
	<li>Применяется для создания светового праздничного декора.</li>
	<li>Предназначена для декорирования и создания праздничного настроения как внутри помещений, так и снаружи (при соблюдении условий монтажа и эксплуатации).<br>
 </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>Гирлянда представляет собой шлейф из проводов разной длины с яркими светодиодами. 240 светодиодов общей мощностью 15 Вт распределены на 48 ниспадающих нитях.&nbsp;</li>
	<li>Цвета свечения: белый/белый мерцающий, теплый белый/белый мерцающий.&nbsp;</li>
	<li>Материал оболочки провода - резина (черная).&nbsp;</li>
	<li>Эффект свечения: мерцание - 180-200 вспышек в минуту.&nbsp;</li>
	<li>Встроенные коннекторы позволяют соединить до 8 гирлянд одного цвета без использования дополнительных аксессуаров.&nbsp;</li>
	<li>Степень пылевлагозащиты IP65 гарантирует функционирование в неблагоприятных погодных условиях при температуре от -40 до +40 °С.&nbsp;</li>
	<li>Срок гарантии увеличен до 2 лет.<br>
 </li>
</ul>"|html|svetodiodnaya-girlyanda-ard-edge-pro-5600x900-black-240led-flash||||||/upload/iblock/db0/d8ja3bpl3yeeo9k6deb50jcgzpk25yjg.jpg|026032, 026034|6723|Россия|||2 года|||[TEXT]|13259.48|15|230|||||||-40… +40 °C||65||||||1.79|||5600x10x900||||||||||||||||||5600|10|900|||||||||||||||||||1|13259.48|RUB
Светодиодная гирлянда ARD-EDGE-PRO-5600x900-BLACK-240LED-FLASH|Y|/upload/iblock/0a1/e3i1s0n4wcricd0xu0x859bjuecbrz6p.jpg||text|/upload/iblock/99e/o0wtsko6d4e49go0l009rpljg15skxar.jpg|"Светодиодная бахрома Pro. Размер 5600 мм (длина 5600 мм, по длине 48 нитей высотой 200/900 мм). Количество светодиодов 240 шт размером 7 мм. Основной цвет свечения ТЕПЛЫЙ БЕЛЫЙ (3000 К) или&nbsp;БЕЛЫЙ (6000 К), эффект мерцания редких точек БЕЛЫЙ (6000К) с резким световым рисунком (прозрачная вогнутая линза), соотношение светодиодов: 198 теплых или&nbsp;198 белых постоянного свечения / 42 белых с мерцанием. Эффект частого мерцания. Провод черный, каучук. Питание 230 В, Мощность 6 Вт, защита IP65, применение на улице под навесом. Аксессуары для подключения приобретаются отдельно.<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Предназначена для декоративного оформления помещений, витрин, фасадов зданий и уличного пространства.<br>
 </li>
	<li>Применяется для создания светового праздничного декора.</li>
	<li>Предназначена для декорирования и создания праздничного настроения как внутри помещений, так и снаружи (при соблюдении условий монтажа и эксплуатации).<br>
 </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>Гирлянда представляет собой шлейф из проводов разной длины с яркими светодиодами. 240 светодиодов общей мощностью 15 Вт распределены на 48 ниспадающих нитях.&nbsp;</li>
	<li>Цвета свечения: белый/белый мерцающий, теплый белый/белый мерцающий.&nbsp;</li>
	<li>Материал оболочки провода - резина (черная).&nbsp;</li>
	<li>Эффект свечения: мерцание - 180-200 вспышек в минуту.&nbsp;</li>
	<li>Встроенные коннекторы позволяют соединить до 8 гирлянд одного цвета без использования дополнительных аксессуаров.&nbsp;</li>
	<li>Степень пылевлагозащиты IP65 гарантирует функционирование в неблагоприятных погодных условиях при температуре от -40 до +40 °С.&nbsp;</li>
	<li>Срок гарантии увеличен до 2 лет.<br>
 </li>
</ul>"|html|svetodiodnaya-girlyanda-ard-edge-pro-5600x900-black-240led-flash||||||/upload/iblock/05a/u0yd10rhr6xhs1cjxb94a5yuj3s0k5js.jpg|026032, 026034|6723|Россия|||2 года|||[TEXT]|13259.48|15|230|||||||-40… +40 °C||65||||||1.79|||5600x10x900||||||||||||||||||5600|10|900|||||||||||||||||||1|13259.48|RUB
Светодиодная гирлянда ARD-EDGE-PRO-5600x900-BLACK-240LED-FLASH|Y|/upload/iblock/0a1/e3i1s0n4wcricd0xu0x859bjuecbrz6p.jpg||text|/upload/iblock/99e/o0wtsko6d4e49go0l009rpljg15skxar.jpg|"Светодиодная бахрома Pro. Размер 5600 мм (длина 5600 мм, по длине 48 нитей высотой 200/900 мм). Количество светодиодов 240 шт размером 7 мм. Основной цвет свечения ТЕПЛЫЙ БЕЛЫЙ (3000 К) или&nbsp;БЕЛЫЙ (6000 К), эффект мерцания редких точек БЕЛЫЙ (6000К) с резким световым рисунком (прозрачная вогнутая линза), соотношение светодиодов: 198 теплых или&nbsp;198 белых постоянного свечения / 42 белых с мерцанием. Эффект частого мерцания. Провод черный, каучук. Питание 230 В, Мощность 6 Вт, защита IP65, применение на улице под навесом. Аксессуары для подключения приобретаются отдельно.<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Предназначена для декоративного оформления помещений, витрин, фасадов зданий и уличного пространства.<br>
 </li>
	<li>Применяется для создания светового праздничного декора.</li>
	<li>Предназначена для декорирования и создания праздничного настроения как внутри помещений, так и снаружи (при соблюдении условий монтажа и эксплуатации).<br>
 </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>Гирлянда представляет собой шлейф из проводов разной длины с яркими светодиодами. 240 светодиодов общей мощностью 15 Вт распределены на 48 ниспадающих нитях.&nbsp;</li>
	<li>Цвета свечения: белый/белый мерцающий, теплый белый/белый мерцающий.&nbsp;</li>
	<li>Материал оболочки провода - резина (черная).&nbsp;</li>
	<li>Эффект свечения: мерцание - 180-200 вспышек в минуту.&nbsp;</li>
	<li>Встроенные коннекторы позволяют соединить до 8 гирлянд одного цвета без использования дополнительных аксессуаров.&nbsp;</li>
	<li>Степень пылевлагозащиты IP65 гарантирует функционирование в неблагоприятных погодных условиях при температуре от -40 до +40 °С.&nbsp;</li>
	<li>Срок гарантии увеличен до 2 лет.<br>
 </li>
</ul>"|html|svetodiodnaya-girlyanda-ard-edge-pro-5600x900-black-240led-flash||||||/upload/iblock/f56/qlugr69583z0pmw2aoi5q43s7n2ev5j1.jpg|026032, 026034|6723|Россия|||2 года|||[TEXT]|13259.48|15|230|||||||-40… +40 °C||65||||||1.79|||5600x10x900||||||||||||||||||5600|10|900|||||||||||||||||||1|13259.48|RUB
Светодиодная гирлянда ARD-EDGE-PRO-5600x900-BLACK-240LED-MILK-FLASH|Y|/upload/iblock/225/buz5mtjskuwwo6i5k9qwpszb0k7qzm5p.jpg||text|/upload/iblock/124/msbrx5ntzg26hmzvif8glvqivzvozp95.jpg|"Светодиодная бахрома Pro. Размер 5600 мм (длина 5600 мм, по длине 48 нитей высотой 200/900 мм). Количество светодиодов 240 шт размером 7 мм. Основной цвет свечения ТЕПЛЫЙ БЕЛЫЙ (3000 К) или&nbsp;БЕЛЫЙ (6000 К), эффект мерцания редких точек БЕЛЫЙ (6000К) с резким световым рисунком (выпуклая молочно-белая линза), соотношение светодиодов: 198 теплых или&nbsp;198 белых постоянного свечения / 42 белых с мерцанием. Эффект частого мерцания. Провод черный, каучук. Питание 230 В, Мощность 6 Вт, защита IP65, применение на улице под навесом. Аксессуары для подключения приобретаются отдельно.<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Предназначена для декоративного оформления помещений, витрин, фасадов зданий и уличного пространства.<br>
 </li>
	<li>Применяется для создания светового праздничного декора.</li>
	<li>Предназначена для декорирования и создания праздничного настроения как внутри помещений, так и снаружи (при соблюдении условий монтажа и эксплуатации).<br>
 </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>Гирлянда представляет собой шлейф из проводов разной длины с яркими светодиодами. 240 светодиодов общей мощностью 15 Вт распределены на 48 ниспадающих нитях.&nbsp;</li>
	<li>Цвета свечения: белый/белый мерцающий, теплый белый/белый мерцающий.&nbsp;</li>
	<li>Материал оболочки провода - резина (черная).&nbsp;</li>
	<li>Эффект свечения: мерцание - 180-200 вспышек в минуту.&nbsp;</li>
	<li>Встроенные коннекторы позволяют соединить до 8 гирлянд одного цвета без использования дополнительных аксессуаров.&nbsp;</li>
	<li>Степень пылевлагозащиты IP65 гарантирует функционирование в неблагоприятных погодных условиях при температуре от -40 до +40 °С.&nbsp;</li>
	<li>Срок гарантии увеличен до 2 лет.<br>
 </li>
</ul>"|html|svetodiodnaya-girlyanda-ard-edge-pro-5600x900-black-240led-milk-flash||||||/upload/iblock/bac/5xfp14n0qp222ntjs6gcxxch1utrlev0.jpg|034133, 034135|6723|Россия|||2 года|||[TEXT]|13259.48|15|230|||||||-40… +40 °C||65||||||1.77|||5600x10x900||||||||||||||||||5600|10|900|||||||||||||||||||1|13259.48|RUB
